RTM_Spread_Avg,HourInt,DeliveryDate,HourEnding_node,BusName_node,LMP_node,DSTFlag_node,HourEnding_hub,BusName_hub,LMP_hub,DSTFlag_hub,DAM_Spread,Alpha_PnL,Net_PnL,Node,DAM_Bus,DAM_Hub,Date
33.34166666666666,1,2026-01-25,01:00,CPSES_UNIT2,429.29,False,01:00,NORTH,475.0,False,45.70999999999998,-12.368333333333318,-13.368333333333318,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
40.4775,2,2026-01-25,02:00,CPSES_UNIT2,440.74,False,02:00,NORTH,483.99,False,43.25,-2.772500000000001,-3.772500000000001,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
29.666666666666668,3,2026-01-25,03:00,CPSES_UNIT2,422.51,False,03:00,NORTH,470.22,False,47.710000000000036,-18.04333333333337,-19.04333333333337,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
4.539166666666664,4,2026-01-25,04:00,CPSES_UNIT2,457.63,False,04:00,NORTH,517.56,False,59.92999999999995,-55.39083333333328,-56.39083333333328,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-1.570769230769232,5,2026-01-25,05:00,CPSES_UNIT2,461.28,False,05:00,NORTH,512.92,False,51.639999999999986,-53.210769230769216,-54.210769230769216,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-1.4966666666666673,6,2026-01-25,06:00,CPSES_UNIT2,598.56,False,06:00,NORTH,659.37,False,60.81000000000006,-62.30666666666673,-63.30666666666673,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-1.710769230769227,7,2026-01-25,07:00,CPSES_UNIT2,362.16,False,07:00,NORTH,424.67,False,62.50999999999999,-64.22076923076922,-65.22076923076922,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-2.939166666666665,8,2026-01-25,08:00,CPSES_UNIT2,410.96,False,08:00,NORTH,479.78,False,68.82,-71.75916666666666,-72.75916666666666,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-1.8358333333333288,9,2026-01-25,09:00,CPSES_UNIT2,452.07,False,09:00,NORTH,514.83,False,62.76000000000005,-64.59583333333337,-65.59583333333337,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
-1.250714285714283,10,2026-01-25,10:00,CPSES_UNIT2,505.36,False,10:00,NORTH,556.21,False,50.85000000000002,-52.100714285714304,-53.100714285714304,CPSES_UNIT2,CPSES_UNIT2,NORTH,2026-01-25
