RTM_Spread_Avg,HourInt,DeliveryDate,HourEnding_node,BusName_node,LMP_node,DSTFlag_node,HourEnding_hub,BusName_hub,LMP_hub,DSTFlag_hub,DAM_Spread,Alpha_PnL,Net_PnL,Node,DAM_Bus,DAM_Hub,Date
7.914999999999999,1,2026-01-25,01:00,DSWL_BES1,434.95,False,01:00,NORTH,475.0,False,40.05000000000001,-32.13500000000001,-33.13500000000001,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
9.650000000000002,2,2026-01-25,02:00,DSWL_BES1,447.44,False,02:00,NORTH,483.99,False,36.55000000000001,-26.90000000000001,-27.90000000000001,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
7.0925,3,2026-01-25,03:00,DSWL_BES1,426.27,False,03:00,NORTH,470.22,False,43.950000000000045,-36.857500000000044,-37.857500000000044,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
1.078333333333332,4,2026-01-25,04:00,DSWL_BES1,458.6,False,04:00,NORTH,517.56,False,58.95999999999992,-57.88166666666659,-58.88166666666659,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.44615384615384485,5,2026-01-25,05:00,DSWL_BES1,463.41,False,05:00,NORTH,512.92,False,49.509999999999934,-49.95615384615378,-50.95615384615378,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.2675000000000007,6,2026-01-25,06:00,DSWL_BES1,600.82,False,06:00,NORTH,659.37,False,58.549999999999955,-58.81749999999995,-59.81749999999995,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.34076923076922694,7,2026-01-25,07:00,DSWL_BES1,363.86,False,07:00,NORTH,424.67,False,60.81,-61.15076923076923,-62.15076923076923,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-1.1208333333333347,8,2026-01-25,08:00,DSWL_BES1,399.97,False,08:00,NORTH,479.78,False,79.80999999999995,-80.93083333333328,-81.93083333333328,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.38166666666666416,9,2026-01-25,09:00,DSWL_BES1,439.03,False,09:00,NORTH,514.83,False,75.80000000000007,-76.18166666666673,-77.18166666666673,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.06571428571428177,10,2026-01-25,10:00,DSWL_BES1,486.57,False,10:00,NORTH,556.21,False,69.64000000000004,-69.70571428571432,-70.70571428571432,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
0.22705882352941006,11,2026-01-25,11:00,DSWL_BES1,756.23,False,11:00,NORTH,796.68,False,40.44999999999993,-40.22294117647052,-41.22294117647052,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.09500000000000004,12,2026-01-25,12:00,DSWL_BES1,533.02,False,12:00,NORTH,542.58,False,9.56000000000006,-9.65500000000006,-10.65500000000006,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.06384615384615043,13,2026-01-25,13:00,DSWL_BES1,460.72,False,13:00,NORTH,469.19,False,8.46999999999997,-8.53384615384612,-9.53384615384612,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.11200000000000235,14,2026-01-25,14:00,DSWL_BES1,476.31,False,14:00,NORTH,484.27,False,7.9599999999999795,-8.071999999999981,-9.071999999999981,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.12615384615384512,15,2026-01-25,15:00,DSWL_BES1,442.24,False,15:00,NORTH,445.16,False,2.920000000000016,-3.046153846153861,-4.046153846153861,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.12692307692308175,16,2026-01-25,16:00,DSWL_BES1,334.26,False,16:00,NORTH,344.31,False,10.050000000000011,-10.176923076923092,-11.176923076923092,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.2071428571428535,17,2026-01-25,17:00,DSWL_BES1,363.27,False,17:00,NORTH,382.55,False,19.28000000000003,-19.48714285714288,-20.48714285714288,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-0.31461538461537614,18,2026-01-25,18:00,DSWL_BES1,654.35,False,18:00,NORTH,699.61,False,45.25999999999999,-45.57461538461537,-46.57461538461537,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-48.81846153846151,19,2026-01-25,19:00,DSWL_BES1,1142.55,False,19:00,NORTH,1325.44,False,182.8900000000001,-231.70846153846162,-232.70846153846162,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-83.86833333333335,20,2026-01-25,20:00,DSWL_BES1,1186.05,False,20:00,NORTH,1370.39,False,184.34000000000015,-268.2083333333335,-269.2083333333335,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-61.97312500000001,21,2026-01-25,21:00,DSWL_BES1,1332.84,False,21:00,NORTH,1524.86,False,192.01999999999998,-253.993125,-254.993125,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-49.076666666666675,22,2026-01-25,22:00,DSWL_BES1,1194.98,False,22:00,NORTH,1392.52,False,197.53999999999996,-246.61666666666665,-247.61666666666665,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-6.737500000000016,23,2026-01-25,23:00,DSWL_BES1,1533.94,False,23:00,NORTH,1753.28,False,219.33999999999992,-226.07749999999993,-227.07749999999993,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
-3.0392307692307643,24,2026-01-25,24:00,DSWL_BES1,1500.67,False,24:00,NORTH,1677.14,False,176.47000000000003,-179.50923076923078,-180.50923076923078,DSWL_BES1,DSWL_BES1,NORTH,2026-01-25
3.2169230769230674,1,2026-01-26,01:00,DSWL_BES1,1209.32,False,01:00,NORTH,1289.04,False,79.72000000000003,-76.50307692307696,-77.50307692307696,DSWL_BES1,DSWL_BES1,NORTH,2026-01-26
-0.14416666666665398,2,2026-01-26,02:00,DSWL_BES1,917.58,False,02:00,NORTH,985.52,False,67.93999999999994,-68.08416666666659,-69.08416666666659,DSWL_BES1,DSWL_BES1,NORTH,2026-01-26
