RTM_Spread_Avg,HourInt,DeliveryDate,HourEnding_node,BusName_node,LMP_node,DSTFlag_node,HourEnding_hub,BusName_hub,LMP_hub,DSTFlag_hub,DAM_Spread,Alpha_PnL,Net_PnL,Node,DAM_Bus,DAM_Hub,Date
20.64916666666667,1,2026-01-25,01:00,AMO_AMOCO_1,287.69,False,01:00,NORTH,475.0,False,187.31,-166.66083333333333,-167.66083333333333,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
14.388333333333334,2,2026-01-25,02:00,AMO_AMOCO_1,260.5,False,02:00,NORTH,483.99,False,223.49,-209.1016666666667,-210.1016666666667,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
21.739166666666666,3,2026-01-25,03:00,AMO_AMOCO_1,252.52,False,03:00,NORTH,470.22,False,217.70000000000002,-195.96083333333334,-196.96083333333334,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
29.38083333333333,4,2026-01-25,04:00,AMO_AMOCO_1,332.08,False,04:00,NORTH,517.56,False,185.47999999999996,-156.09916666666663,-157.09916666666663,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
15.954615384615387,5,2026-01-25,05:00,AMO_AMOCO_1,288.34,False,05:00,NORTH,512.92,False,224.57999999999998,-208.6253846153846,-209.6253846153846,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
20.53583333333333,6,2026-01-25,06:00,AMO_AMOCO_1,416.64,False,06:00,NORTH,659.37,False,242.73000000000002,-222.1941666666667,-223.1941666666667,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
31.37307692307693,7,2026-01-25,07:00,AMO_AMOCO_1,279.05,False,07:00,NORTH,424.67,False,145.62,-114.24692307692308,-115.24692307692308,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
53.530833333333334,8,2026-01-25,08:00,AMO_AMOCO_1,305.68,False,08:00,NORTH,479.78,False,174.09999999999997,-120.56916666666663,-121.56916666666663,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
33.788333333333334,9,2026-01-25,09:00,AMO_AMOCO_1,328.11,False,09:00,NORTH,514.83,False,186.72000000000003,-152.9316666666667,-153.9316666666667,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
13.742857142857146,10,2026-01-25,10:00,AMO_AMOCO_1,408.64,False,10:00,NORTH,556.21,False,147.57000000000005,-133.82714285714292,-134.82714285714292,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
3.3399999999999976,11,2026-01-25,11:00,AMO_AMOCO_1,568.24,False,11:00,NORTH,796.68,False,228.43999999999994,-225.09999999999994,-226.09999999999994,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
5.986666666666667,12,2026-01-25,12:00,AMO_AMOCO_1,345.17,False,12:00,NORTH,542.58,False,197.41000000000003,-191.42333333333335,-192.42333333333335,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
7.132307692307692,13,2026-01-25,13:00,AMO_AMOCO_1,303.0,False,13:00,NORTH,469.19,False,166.19,-159.0576923076923,-160.0576923076923,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
7.092000000000002,14,2026-01-25,14:00,AMO_AMOCO_1,307.31,False,14:00,NORTH,484.27,False,176.95999999999998,-169.86799999999997,-170.86799999999997,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
7.935384615384617,15,2026-01-25,15:00,AMO_AMOCO_1,265.0,False,15:00,NORTH,445.16,False,180.16000000000003,-172.22461538461542,-173.22461538461542,AMO_AMOCO_1,AMO_AMOCO_1,NORTH,2026-01-25
