label,rows,total_net_pnl,mean_trade_pnl,win_rate,daily_mean,daily_std,daily_sharpe,annualized_sharpe,max_drawdown,num_days
Train Top 15 selected strategy,2282,4330.267777122387,1.8975757130247095,0.4412795793163891,98.41517675278152,692.7624655131128,0.14206193558695146,2.2551633139893017,-3278.7233415750916,44
Test Top 15 selected strategy,2548,26677.296169274356,10.469896455759166,0.6675824175824175,606.3021856653261,1040.8609088377516,0.5825006785415129,9.246911603683328,-759.6095200387863,44
